DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
16/03/14 09,3.936973572,4.923581123,3.967730045,3.057073832,2.143870354,5.267266273,3.006434441,115.7975693,1,0,0,0,0,0,0,0,0,0,0,0,0,35.48517227,1,0,0,30.98252296,1,0,0,51.33504486,1,2.9903934,24.1677227,31.81599998,72.61421204,31.81599998,62.19998932,20.83036041,81.96213531,20.71730614,67.4886322,34.01750565,33.11750793,0
16/03/14 10,3.570207834,5.071659565,3.628452778,3.196938276,2.557304621,5.430089951,3.005846262,117.3522339,1,0,0,0,0,0,0,0,0,0,0,51.06797409,1,35.27811813,1,0,0,30.7848568,1,0,0,59.33833694,1,2.990153313,23.27583122,29.94340515,70.4683609,29.90127182,85.1204071,19.95596504,81.44844055,19.8442421,67.27619171,32.37182617,31.47182655,0
16/03/14 11,3.194952965,5.148382664,3.217717886,3.196738958,2.886122704,5.5,3.023016691,118.0316544,1,0,0,0,0,0,0,0,0,0,0,50.87372589,1,34.90534973,1,0,0,30.47736359,1,0,0,54.60058594,1,2.990047455,22.88472939,29.97184753,69.96325684,29.93000984,85.54021454,19.66548729,81.80140686,19.55582237,68.0050354,32.37808609,31.47808647,0
16/03/14 12,2.812349558,5.09441328,3.025804758,3.310688734,3.253994703,5.5,2.948806524,117.892746,1,0,0,0,0,36.71469498,1,0,0,0,0,50.84951782,1,35.12693405,1,0,0,30.67862892,1,0,0,61.02367401,1,2.990069151,22.96475601,28.89773178,87.97496796,28.97210121,84.63080597,19.61831093,81.37277985,19.50730133,67.29230499,31.78030205,30.88030052,0
16/03/14 13,2.46341753,4.812784672,3.485407352,3.174111605,3.497882366,5.5,2.70998168,119.5889969,1,0,0,0,0,36.55667114,1,0,0,0,0,50.47848892,1,34.49074554,1,0,0,30.26510811,1,0,0,55.79254532,1,2.989802837,21.98521996,28.42617035,87.78888702,28.50017738,84.89886475,18.78630257,81.62915039,18.67804909,67.82108307,31.27849007,30.37849045,0
16/03/14 14,2.057504416,4.481577873,3.92602706,3.198044538,3.810592651,5.5,2.685092211,119.9557495,1,0,0,0,0,35.46330643,1,0,0,0,0,50.32368469,1,34.17585373,1,0,0,30.13859177,1,0,0,55.84053421,1,2.989744902,21.77276993,28.17184448,89.47106934,28.23978424,84.94435883,18.63201332,82.00541687,18.52459526,68.07791138,31.00442505,30.10442543,0
16/03/14 15,1.717561603,4.196372509,4.410952568,3.246769667,3.649962902,5.5,2.80320406,118.7326889,1,0,0,0,0,36.53464127,1,0,0,0,0,50.44875336,1,0,0,0,0,31.80284119,1,0,0,64.09854889,1,2.989937544,22.48033714,28.14100075,87.54355621,28.21492577,84.67232513,25.64249611,62.84718704,25.52383423,69.48482513,31.03075409,30.13075256,0
16/03/14 16,1.465083957,3.95449543,4.814558029,3.197454691,2.930762529,5.5,2.956195354,119.6565399,1,0,0,0,0,35.94273758,1,0,0,0,0,50.32781982,1,0,0,0,0,31.58010674,1,0,0,61.74236679,1,2.989792109,21.94610977,27.85228157,88.31067657,27.92295837,84.61936951,25.12491226,61.17839432,25.0077858,69.74183655,30.71952057,29.81952095,0
16/03/14 17,1.179272652,3.694967031,5.233477592,3.163373709,2.080039978,5.5,3.148376465,120.3367233,1,0,0,0,0,35.79393768,1,0,0,0,0,50.50291824,1,0,0,0,0,31.90505409,1,0,0,60.54534531,1,2.989684343,21.55184555,27.54785919,88.26860046,27.61741638,83.96746826,24.64798737,59.53753281,24.52861786,68.13247681,30.40894127,29.50894165,0
16/03/14 18,0.937975526,3.703746557,4.987652779,2.920574427,1.571302652,5.5,2.889725208,99.23955536,1,99.25933838,1,0,0,0,0,0,0,0,0,50.98168564,1,35.5504837,1,0,0,30.45118713,1,0,0,66.61439514,1,2.973935843,33.37543869,28.72031784,70.64069366,28.67831612,84.07133484,18.64103699,79.65628815,18.53154755,67.06723022,31.18293953,30.282938,0
16/03/14 19,0.802159667,3.862071037,4.535161972,2.711052656,1.763663054,5.5,2.63544035,98.7118988,1,98.73152161,1,0,0,0,0,0,0,0,0,50.97122574,1,35.13166428,1,0,0,30.56978798,1,0,0,67.11525726,1,2.974191904,33.66111755,28.89225578,69.78836823,28.85026932,84.26441956,18.91668129,80.66257477,18.80639839,66.95136261,31.35735893,30.45735931,0
16/03/14 20,0.721016943,4.02676487,4.069470882,2.624432087,2.108218431,5.5,2.402659655,98.99804688,1,99.0177536,1,0,0,0,0,0,0,0,0,50.92244339,1,35.38320541,1,0,0,30.39186287,1,0,0,64.62195587,1,2.974053144,33.50624847,28.99905968,69.67907715,28.9571476,84.4693985,18.7175045,80.02537537,18.60840988,67.33792114,31.45141983,30.55142021,0
16/03/14 21,0.62748462,4.166041851,3.615628004,2.622066021,2.295979261,5.5,2.328347921,99.07569885,1,99.09542847,1,0,0,0,0,0,0,0,0,51.1763916,1,34.84407806,1,0,0,30.41866112,1,0,0,63.06555939,1,2.974015474,33.46419144,29.09873009,69.38983917,29.05642891,84.05619812,18.7598877,81.00082397,18.65061378,67.29238892,31.54532433,30.64532471,0
16/03/14 22,0.540496826,4.286426067,3.167347431,2.468758106,2.645651102,5.5,2.257986307,99.27762604,1,99.29741669,1,0,0,0,0,0,0,0,0,50.91611862,1,35.00858307,1,0,0,29.38812637,1,0,0,61.05949402,1,2.973917246,33.35477448,29.18880653,71.78115845,29.14690399,84.67237091,18.83679962,80.79094696,18.73428535,70.67401886,31.62409782,30.7240963,0
16/03/14 23,0.442798316,4.22360754,3.257033348,2.547953367,2.906825781,5.5,2.906316996,98.41390228,1,98.43343353,1,0,0,36.19296265,1,0,0,0,0,50.4764328,1,34.58828735,1,0,0,29.57605934,1,0,0,68.3428421,1,2.974335909,33.82223129,28.31670761,88.33113861,28.38860321,84.79118347,19.23260117,81.90735626,19.1288662,70.47730255,31.222229,30.32222939,0
17/03/14 00,0.425669312,4.034880161,3.723608017,2.686397791,3.316767693,5.5,3.40583992,98.72950745,1,98.74913788,1,0,0,35.66202164,1,0,0,0,0,50.05499268,1,33.9583168,1,0,0,29.85381508,1,0,0,68.39909363,1,2.974183321,33.65158844,28.16929436,89.12156677,28.23877335,85.47142792,19.18785667,82.92379761,19.08231163,69.55037689,31.0616684,30.16166878,0
17/03/14 01,0.382812589,3.855956793,4.202720642,2.967199087,3.850563526,5.5,3.632894516,98.6173172,1,98.63690948,1,0,0,33.1674118,1,0,0,0,0,48.89732742,1,34.38042068,1,0,0,29.85263634,1,0,0,69.28255463,1,2.97423768,33.71227264,28.15215302,93.29933167,28.20951843,87.66910553,19.10900688,82.13705444,19.00346756,69.47525024,30.99629974,30.09630013,0
17/03/14 02,0.431610405,3.738424063,4.79369688,3.613980293,3.563649654,5.5,3.878820181,97.61052704,1,97.62982941,1,0,0,33.76710129,1,0,0,0,0,48.99279785,1,0,0,0,0,30.19349098,1,0,0,75.35564423,1,2.974722624,34.25570297,28.11557961,92.28554535,28.17605209,87.45117188,26.04181862,63.85338974,25.93404007,75.31165314,31.00300598,30.10300636,0
17/03/14 03,0.59226042,3.670435905,5.340773106,4.140082359,3.027590513,5.47875309,4.716689587,96.28185272,1,96.30075836,1,0,0,0,0,0,0,0,0,48.31256104,1,0,0,0,0,0,0,0,0,78.47738647,1,2.975356102,34.96981812,29.20355797,75.70664978,29.16553688,89.71208191,29.31842422,64.0202179,29.31842422,60.67684937,31.71207809,30.81207848,0
17/03/14 04,0.917310476,4.172915936,5.084261894,4.111180782,2.645331621,5.228796005,3.605213165,93.54779053,1,93.56589508,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.69195557,1,2.976636648,36.42818451,32.418396,76.52024078,32.418396,69.56352234,30.71948051,63.36562347,30.71948051,59.64829254,34.69963074,33.79962921,0
17/03/14 05,1.336734891,4.896160603,4.893520832,3.403558731,2.198116302,4.943717957,2.49486804,95.23914337,1,95.25774384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.99871254,1,0,0,58.38525391,1,2.975848198,35.52777481,32.29788971,77.02072906,32.29788971,66.0707016,27.28142166,62.94841385,27.16142464,70.45401001,34.5294075,33.62940598,0
17/03/14 06,1.545404673,5.262628078,4.758433342,3.362346411,1.757655382,5.285663128,3.253465891,96.2162323,1,96.23512268,1,0,0,0,0,0,0,0,0,49.3932457,1,0,0,0,0,31.91007996,1,0,0,69.06497955,1,2.975387335,35.00499344,30.40183258,74.83139801,30.36222267,88.87587738,26.95610237,61.70785522,26.83670044,70.42276001,32.86605453,31.96605492,0
17/03/14 07,1.629827976,5.451763153,4.486315727,4.072772026,1.807581067,5.5,3.910355806,96.52270508,1,96.54168701,1,0,0,0,0,0,0,0,0,50.79154205,1,35.44392014,1,0,0,29.43869591,1,0,0,65.69832611,1,2.975241899,34.84062576,30.4527092,71.71522522,30.41099548,86.1861496,20.43850708,81.63672638,20.33566284,72.1151886,32.90946198,32.00946426,0
17/03/14 08,1.846099973,5.131666183,4.090033054,4.147892475,2.241987944,5.5,4.54159832,93.86759186,1,93.88579559,1,0,0,0,0,0,0,0,0,49.30102539,1,35.28877258,1,0,0,29.8815403,1,0,0,0,0,2.976488352,36.25837708,28.19537163,72.47146606,28.15589714,86.84670258,21.38301468,82.8535614,21.27728844,71.65679169,39.03232193,29.56580544,0
17/03/14 09,2.110612869,4.609686852,3.739499807,4.480415821,2.783283472,5.405755043,4.399169445,93.82435608,1,93.84254456,1,0,0,0,0,0,0,0,0,49.94086838,1,37.65979767,1,0,0,0,0,0,0,0,0,2.976508379,36.28134918,27.62656403,70.40193176,27.58613586,85.04129791,27.44287491,84.56739044,27.44287491,55.30183029,39.40135193,29.00136185,0
17/03/14 10,2.383763313,4.080233574,3.322312832,4.258244514,3.204495192,5.016767979,2.477102995,93.72623444,1,93.7443924,1,0,0,0,0,0,0,0,0,49.33263779,1,35.50230026,1,0,0,31.09819794,1,0,0,0,0,2.976553917,36.33346176,27.14163589,70.10136414,27.10211563,85.73239136,21.31349373,82.41570282,21.19965553,67.58023071,39.25447845,28.51228333,0
17/03/14 11,2.58826232,3.478794575,3.096500635,4.353286266,3.55096674,5.21379137,2.647268772,93.33292389,1,93.35097504,1,0,0,34.5869751,1,0,0,0,0,47.44981384,1,35.49687195,1,0,0,31.24667358,1,0,0,0,0,2.97673583,36.5421524,23.40253639,86.20509338,23.46977425,85.58912659,21.55852509,82.67081451,21.4436779,67.32072449,39.53373718,25.15988731,0
17/03/14 12,2.800085306,2.732858419,3.517518759,4.198076725,3.886801004,5.372112274,2.6611588,93.21260071,1,93.23060608,1,0,0,34.23386383,1,0,0,0,0,0,0,35.23051071,1,0,0,31.15067863,1,0,0,0,0,2.976791382,36.60593796,26.64539337,90.04167938,26.74744606,65.31500244,21.8027668,83.37939453,21.68857193,67.89151764,39.66656494,28.02927208,0
17/03/14 13,3.111054659,2.330339909,4.032134533,3.024947643,3.469422102,5.5,3.033607244,89.55628204,1,89.57324982,1,0,0,32.73557281,1,0,0,0,0,48.20681381,1,0,0,0,0,32.2898674,1,0,0,0,0,2.978449345,38.52997971,22.38629913,88.22316742,22.44236755,83.18414307,30.73926353,62.92928696,30.61721611,72.8611145,42.25210571,24.12219238,0
17/03/14 14,3.546640158,1.474351287,4.488636971,2.94065094,2.790364981,5.5,3.666340351,91.07008362,1,91.08748627,1,0,0,32.94118881,1,0,0,0,0,47.17677307,1,0,0,0,0,32.47665405,1,0,0,0,0,2.977769613,37.73672485,21.62036514,87.12971497,21.67901611,84.28903198,30.16098976,61.20060349,30.03763008,71.61321259,41.44366455,23.34885979,0
17/03/14 15,3.895725965,0.627513409,4.895101547,3.232112646,1.960895658,5.5,3.989340782,90.6318512,1,90.64912415,1,0,0,32.20537186,1,0,0,0,0,47.01266479,1,0,0,0,0,32.13541794,1,0,0,0,0,2.977967501,37.96684647,20.87588882,87.5464325,20.93087769,83.82928467,30.57382965,61.04981995,30.45285988,73.24529266,41.79214478,22.59131432,0
17/03/14 16,3.807872295,0.752659738,5.262853146,3.453313112,1.659824133,5.5,4.45839262,96.49267578,1,96.51164246,1,0,0,0,0,0,0,0,0,49.66435242,1,35.60185242,1,0,0,30.15286064,1,0,0,96.79227448,1,2.975256205,34.85674286,27.18501282,74.26128387,27.14499855,85.13674927,21.30354691,82.22743225,21.19603539,70.70320129,29.81882477,28.91882324,0
17/03/14 17,3.582648516,1.240496039,4.939035416,3.566488028,2.149673939,5.5,4.677326202,96.48239136,1,96.50135803,1,0,0,0,0,0,0,0,0,49.4513092,1,35.25200272,1,0,0,30.14196777,1,0,0,94.13925934,1,2.975260973,34.86225891,27.52284431,71.77185059,27.48314667,85.8852005,21.32953644,82.86500549,21.2220974,70.76449585,30.13709831,29.23709869,0
17/03/14 18,3.423445225,1.71102941,4.528040886,3.824430227,2.709804058,5.35404253,4.097823143,95.77998352,1,95.7987442,1,0,0,0,0,0,0,0,0,49.50718307,1,37.42895508,1,0,0,0,0,0,0,94.25159454,1,2.975593567,35.23863983,27.99642754,72.54523468,27.95664597,86.25113678,27.45821381,85.01411438,27.45821381,56.74424744,30.61182022,29.7118187,0
17/03/14 19,3.378050566,2.176049709,4.162522793,4.095145226,3.216388941,4.937941551,2.215718746,96.25836945,1,96.27727509,1,0,0,0,0,0,0,0,0,50.39793777,1,35.8826561,1,0,0,30.92347717,1,0,0,90.0541687,1,2.975367308,34.98240662,28.16139412,70.00209045,28.12027931,84.67819977,21.02137184,81.45226288,20.90875626,67.91186523,30.75509644,29.85509491,0
17/03/14 20,3.212449789,2.585884333,3.716467142,3.77246356,3.391673326,5.167953014,2.556042671,97.16946411,1,97.18863678,1,0,0,0,0,0,0,0,0,50.06636047,1,35.1838913,1,0,0,31.10339737,1,0,0,84.83716583,1,2.974933624,34.49314499,28.31995964,72.43546295,28.27934456,85.49136353,20.5753212,82.23273468,20.46144867,66.82485962,30.87833214,29.97833252,0
17/03/14 21,3.005086899,2.944046497,3.380326033,3.85274148,3.723645687,5.286758423,2.436670303,97.13813782,1,97.15729523,1,0,0,0,0,0,0,0,0,50.32450867,1,35.26758194,1,0,0,31.20189667,1,0,0,82.69216156,1,2.974948645,34.50999451,28.56209564,69.36592865,28.52109146,85.22408295,20.47438622,81.98678589,20.35984421,66.38909149,31.10915565,30.20915604,0
17/03/14 22,2.819802284,3.276850462,2.939275742,3.808581352,3.97233057,5.336523056,2.139802933,97.53156281,1,97.55083466,1,0,0,37.23835754,1,0,0,0,0,50.16276932,1,34.80504227,1,0,0,31.08040428,1,0,0,84.20561218,1,2.974760532,34.29824448,27.62613487,85.76078796,27.70459938,84.72579193,20.33783531,82.64815521,20.22411728,66.66473389,30.63517952,29.73517799,0
17/03/14 23,2.718827009,3.267852783,3.328963041,3.653458357,3.477604628,5.473331928,2.127030611,96.76631165,1,96.78536224,1,0,0,35.70279694,1,0,0,0,0,50.0434494,1,0,0,0,0,32.86983871,1,0,0,88.22189331,1,2.975126028,34.7098465,27.66154861,88.54261017,27.73127747,84.98631287,27.31508255,61.80426407,27.18894196,67.33988953,30.6687088,29.76870918,0
18/03/14 00,2.686668158,3.293268442,3.802939892,3.636515141,2.637153864,5.5,2.146315336,96.66442871,1,96.68344879,1,0,0,35.78979111,1,0,0,0,0,49.77661896,1,0,0,0,0,31.76521683,1,0,0,88.27468872,1,2.975174427,34.76455688,27.68965912,88.41769409,27.76028633,85.53499603,27.48479462,62.09324646,27.36639404,71.45942688,30.69570541,29.7957058,0
18/03/14 01,2.672535896,3.321699381,4.258658886,3.781131983,1.957505822,5.5,2.742358208,95.74531555,1,95.76406097,1,0,0,34.61875153,1,0,0,0,0,49.16807175,1,0,0,0,0,31.26403046,1,0,0,90.96625519,1,2.975610018,35.25719833,27.78492355,90.53375244,27.84983444,86.79375458,27.83018112,60.96468353,27.71521759,73.53318787,30.78262329,29.88262177,0
18/03/14 02,2.685972452,3.391965628,4.768832207,4.176669598,1.661185384,5.5,3.53570199,95.90740967,1,95.9262085,1,0,0,34.14670944,1,0,0,0,0,48.29120636,1,35.42736053,1,0,0,29.24768448,1,0,0,89.19259644,1,2.975533485,35.17043304,27.86705017,91.40857697,27.93063164,88.51846313,21.43338013,82.65986633,21.33176804,73.70607758,30.83634949,29.93634987,0
18/03/14 03,2.641346216,3.661255598,5.299524307,4.007713318,2.212425709,5.5,4.448307037,95.27822113,1,95.29682922,1,0,0,33.61744308,1,0,0,0,0,0,0,34.80701447,1,0,0,28.70729828,1,0,0,78.51887512,1,2.97582984,35.5069046,29.95057678,94.36610413,30.04925346,67.77033234,21.87878036,84.17694855,21.78061867,75.80815887,32.4730072,31.57300758,0
18/03/14 04,2.770827532,4.371465206,5.073140621,3.029381514,2.940603733,5.381314278,4.421224594,94.56871796,1,94.58712769,1,0,0,0,0,0,0,0,0,0,0,36.64963913,1,0,0,0,0,0,0,65.16155243,1,2.976162195,35.88537216,32.31482315,76.45738983,32.31482315,68.13703918,27.62174797,86.61153412,27.62174797,60.670681,34.5782547,33.67825317,0
18/03/14 05,2.88960743,4.785203934,4.878788948,3.497485399,3.643838167,5.13830471,3.391663313,94.89406586,1,94.91256714,1,0,0,0,0,0,0,0,0,49.60572815,1,35.83950424,1,0,0,0,0,0,0,79.24219513,1,2.976010084,35.71194839,30.28684425,75.88913727,30.24691772,88.35261536,27.67095947,88.11467743,27.67095947,60.29640579,32.80850983,31.90851212,0
18/03/14 06,3.079911709,5.117415428,4.659866333,4.116827011,3.902625799,4.894831181,2.565452576,93.81034851,1,93.82852936,1,0,0,0,0,0,0,0,0,48.93288422,1,0,0,0,0,0,0,0,0,82.59937286,1,2.976515055,36.28878784,30.80582237,74.80638123,30.76689339,90.15600586,31.5729084,64.91095734,31.5729084,56.31566238,33.34283447,32.44283295,0
18/03/14 07,3.296365499,5.50005579,4.391594887,4.09100914,3.524400949,5.130616188,2.841010332,89.25453949,1,89.27142334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0227623,1,0,0,0,0,2.978583574,38.68752289,30.50005531,74.26918793,30.50005531,65.83580017,30.84914398,63.04298401,30.72191429,70.31224823,42.46789932,31.69005585,0
18/03/14 08,3.733270407,5.500056744,4.109479427,2.852815628,2.854597807,5.44583416,3.417388678,91.14768982,1,91.16510773,1,0,0,0,0,0,0,0,0,50.60746384,1,0,0,0,0,33.52289963,1,0,0,0,0,2.977734566,37.69592667,28.46765327,71.2383728,28.42621994,84.56943512,30.03675079,60.03700638,29.90593147,67.6370697,41.43264771,29.84704208,0
18/03/14 09,4.066302776,4.963691235,3.709438801,2.856145144,1.874458909,5.5,3.046509266,90.74996948,1,90.76728058,1,0,0,0,0,0,0,0,0,49.84857178,1,0,0,0,0,32.17418289,1,0,0,0,0,2.977914095,37.90485764,27.98738098,68.81047821,27.94709206,85.58344269,30.58462143,59.43696213,30.46338654,73.12250519,41.7638092,29.36154366,0
18/03/14 10,4.310610294,4.435834408,3.238766909,3.145593882,1.657533884,5.5,3.635556459,91.97602844,1,91.99368286,1,0,0,0,0,0,0,0,0,50.19229126,1,36.48773956,1,0,0,30.35303116,1,0,0,0,0,2.977358341,37.25972366,27.43418503,71.64785767,27.39337921,84.35670471,22.94841766,82.29327393,22.83958054,71.69602966,40.79925156,28.810709,0
18/03/14 11,4.482807159,3.817027092,3.095555782,3.067262411,2.073498011,5.5,4.152650356,91.45926666,1,91.47677612,1,0,0,34.53723526,1,0,0,0,0,48.37085724,1,36.43315887,1,0,0,30.80251312,1,0,0,0,0,2.977593422,37.53201294,23.64280701,86.52940369,23.70843506,84.14772797,23.16999435,82.61514282,23.05815315,70.4313736,41.13043213,25.40903473,0
18/03/14 12,4.427672386,2.940486193,3.518494129,3.188999176,2.475912333,5.5,4.307073593,113.1881943,1,0,0,0,0,32.61367035,1,0,0,0,0,48.07327271,1,35.61920547,1,0,0,30.74237823,1,0,0,0,0,2.990790367,25.65507889,23.02540207,89.05558014,23.08101654,84.06816101,22.18643761,83.08203125,22.07500076,69.64834595,38.2191391,24.75800896,0
18/03/14 13,4.27732563,2.087323904,4.015324593,3.298098564,2.968318224,5.5,4.288111687,114.1649933,1,0,0,0,0,32.80585098,1,0,0,0,0,48.21379089,1,35.42223358,1,0,0,30.28013229,1,0,0,0,0,2.990642786,25.09972,22.13432884,87.85952759,22.19076157,82.9196167,21.80792427,83.04717255,21.6995697,70.79379272,37.72245789,23.87139511,0
18/03/14 14,4.075858593,1.230146408,4.460930347,3.025082827,3.421443939,5.5,4.544138908,113.1124878,1,0,0,0,0,32.92869186,1,0,0,0,0,47.2363739,1,35.63262177,1,0,0,30.30856323,1,0,0,0,0,2.990801811,25.69804955,21.37098312,86.90029907,21.4294796,83.930336,22.23018456,83.1005249,22.12164116,71.12316895,38.14404297,23.09989929,0
18/03/14 15,3.955838203,0.423821747,4.862240791,3.228052616,3.808239222,5.5,4.809102535,117.3901978,1,0,0,0,0,33.86566544,1,0,0,0,0,48.94826508,1,36.04693985,1,0,0,0,0,0,0,97.70394897,1,2.990147352,23.25400162,25.04351044,89.05107117,25.10458755,84.46363831,26.1597805,86.2347641,26.1597805,58.11809921,28.07226753,27.17226791,0
18/03/14 16,3.622111082,0.604490876,5.316564083,3.323350906,3.864467144,5.111083031,3.00404048,114.8923264,1,0,0,0,0,0,0,0,0,0,0,49.28433609,1,0,0,0,0,0,0,0,0,97.1071701,1,2.99053216,24.68508911,27.08381081,72.54689789,27.04436111,85.76560974,30.66958809,63.40377808,30.66958809,54.88426971,29.71721649,28.81721687,0
18/03/14 17,3.362971544,1.069242597,4.92033577,3.614565372,3.197956324,5.131160736,2.51074791,117.9532394,1,0,0,0,0,0,0,0,0,0,0,49.05237579,1,0,0,0,0,32.26980209,1,0,0,84.70109558,1,2.990059614,22.92991257,26.85353088,72.95285797,26.81442451,85.97663116,26.2590332,62.53805542,26.13712502,68.4526062,29.40415764,28.50415802,0
18/03/14 18,2.994650602,1.434793711,4.555438042,3.914714575,2.50034976,5.359841824,2.780620813,117.375145,1,0,0,0,0,0,0,0,0,0,0,49.31755829,1,0,0,0,0,32.32240677,1,0,0,84.29600525,1,2.990149736,23.26265717,27.18415451,71.56105804,27.14465523,85.8025589,26.49256516,61.15216064,26.37028885,68.49814606,29.73409081,28.83409119,0
18/03/14 19,2.689572811,1.793067455,4.150806427,4.104978561,1.70334053,5.5,3.067450523,117.5851135,1,0,0,0,0,0,0,0,0,0,0,49.67696381,1,0,0,0,0,32.22290421,1,0,0,81.39681244,1,2.990117073,23.14186668,27.38595772,69.67750549,27.34592438,85.31332397,26.34077454,59.73234558,26.21919632,68.70206451,29.92080498,29.02080536,0
18/03/14 20,2.310533762,2.066836119,3.694184065,4.103780746,1.685596585,5.5,2.850259304,120.4455414,1,0,0,0,0,0,0,0,0,0,0,49.94432449,1,35.23733521,1,0,0,30.18330193,1,0,0,67.44967651,1,2.989667177,21.48869133,27.13998985,71.23577881,27.09955597,84.54804993,18.08370399,79.64482117,17.9759903,67.38459015,29.59968567,28.69968605,0
18/03/14 21,1.867440104,2.239141226,3.309853792,3.822524786,1.895352364,5.5,2.704044104,120.8444595,1,0,0,0,0,0,0,0,0,0,0,49.8324852,1,35.2591362,1,0,0,30.1174221,1,0,0,63.95015717,1,2.989603519,21.25701523,27.22834206,66.30751801,27.18807602,84.85437775,17.80341911,79.32639313,17.6961422,67.31787872,29.6699028,28.76990318,0
18/03/14 22,1.436256528,2.286833286,3.000721931,3.751716614,2.024087429,5.5,2.581640482,121.6761703,1,0,0,0,0,36.13007355,1,0,0,0,0,49.48490143,1,34.45962143,1,0,0,30.36585808,1,0,0,63.72131729,1,2.98947072,20.77310753,26.28212547,86.40843964,26.35514641,84.69244385,17.37798119,80.27394104,17.26905823,66.08423615,29.15275574,28.25275612,0
18/03/14 23,0.998587906,2.053342104,3.415642262,3.703871727,2.354946613,5.460592747,2.130771875,99.05476379,1,99.07449341,1,0,0,35.61209488,1,0,0,0,0,49.47023392,1,35.03652954,1,0,0,30.70328903,1,0,0,82.53630829,1,2.974025488,33.47552872,26.4405899,87.48023987,26.51065826,84.87613678,18.86452866,80.77535248,18.75335312,66.4565506,29.40476608,28.50476646,0
19/03/14 00,0.848303199,2.024387121,3.855217934,3.720156193,2.649321556,5.5,2.044452667,98.99679565,1,99.01650238,1,0,0,34.67698288,1,0,0,0,0,49.61641312,1,35.04166794,1,0,0,29.85767365,1,0,0,82.62123108,1,2.974053621,33.50692368,26.42932129,89.0794754,26.49389076,84.57811737,19.0480175,80.94680786,18.94244766,69.39865112,29.38025093,28.4802494,0
19/03/14 01,0.718052626,2.004740715,4.334969521,3.631742477,2.927131176,5.5,2.485053778,97.67440796,1,97.69372559,1,0,0,34.83119965,1,0,0,0,0,48.6169281,1,34.67017365,1,0,0,29.33091354,1,0,0,87.34305573,1,2.974691868,34.22128296,26.4371109,88.82504272,26.50402069,86.48509979,19.79467773,82.32897949,19.69252968,71.80832672,29.40907669,28.50907707,0
19/03/14 02,0.710874736,2.04599452,4.792219162,4.045940876,3.37525177,5.5,3.271959543,98.07278442,1,98.09221649,1,0,0,33.27020264,1,0,0,0,0,48.38302612,1,34.01753616,1,0,0,29.31829834,1,0,0,85.5775528,1,2.974500418,34.00643921,26.50603676,91.48654938,26.56470871,86.98086548,19.79493713,83.4302063,19.69286919,71.84792328,29.43947601,28.53947449,0
19/03/14 03,0.672633946,2.086980581,5.320708275,4.490738392,3.950481415,5.5,3.949522495,97.25209808,1,97.27129364,1,0,0,0,0,0,0,0,0,47.75029373,1,33.89530945,1,0,0,28.02714539,1,0,0,81.75321198,1,2.974894285,34.44868851,27.79938126,76.19495392,27.76217651,89.33851624,20.39406586,84.22822571,20.30016708,76.34703064,30.32343102,29.42342949,0
19/03/14 04,0.926196039,2.798998594,5.093407631,3.74698925,3.73688364,5.42154026,4.441571712,94.53656769,1,94.55496216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.20288849,1,2.976177216,35.90250015,31.35837364,76.70368195,31.35837364,68.32489014,30.26231384,64.64700317,30.26231384,60.57693863,33.65810394,32.75810242,0
19/03/14 05,1.297960162,3.558255434,4.915284634,2.890378237,3.334005594,5.170717239,3.376431704,96.77470398,1,96.79375458,1,0,0,0,0,0,0,0,0,49.7819519,1,0,0,0,0,0,0,0,0,78.78294373,1,2.975121975,34.70533752,29.03123856,75.46606445,28.99108315,86.8391037,29.49365425,63.60383224,29.49365425,60.41319656,31.55127716,30.65127754,0
19/03/14 06,1.519333243,3.864421129,4.669055462,3.377086639,2.794141293,4.933185101,2.600476503,95.06119537,1,95.07974243,1,0,0,0,0,0,0,0,0,49.58649445,1,0,0,0,0,0,0,0,0,83.31594849,1,2.975931644,35.62278366,29.55137062,73.55921936,29.5114727,87.65337372,30.25923157,62.50136566,30.25923157,56.95866394,32.0971489,31.19714928,0
19/03/14 07,1.702895641,4.179142952,4.340416431,3.918345213,2.154835463,5.167914867,2.917854309,95.94366455,1,95.96247101,1,0,0,0,0,0,0,0,0,49.63299942,1,0,0,0,0,32.25337982,1,0,0,77.27135468,1,2.975516319,35.15102005,29.59764099,73.88908386,29.5576725,87.6099472,27.09117508,62.36494446,26.96938133,69.34319305,32.10813904,31.20814133,0
